Date,Open,High,Low,Close,Volume
2015-01-02,8.456676920100431,8.48922317371731,8.234275623569388,8.331914901733398,24777900
2015-01-05,8.201725840297959,8.207150386346228,7.968475533354203,8.006446838378906,44079700
2015-01-06,8.071540378529166,8.082388954037652,7.800319265745174,7.930505275726318,32981600
2015-01-07,8.017295816880539,8.185453131652327,8.011871787872321,8.158330917358398,26065300
2015-01-08,8.353610897554475,8.397006238530347,8.26139566865243,8.364459991455078,33943400
2015-01-09,8.3861579841458,8.391582531304518,8.169181270930023,8.250547409057617,23420800
2015-01-12,8.304792757403119,8.31021678784379,8.196303871576148,8.255972862243652,22750800
2015-01-13,8.342762641502645,8.397006561149945,8.180029847934167,8.250547409057617,26279400
2015-01-14,8.174603792946732,8.223423673743639,8.04441778903044,8.196301460266113,36798300
2015-01-15,8.201726945883408,8.22342461568813,8.028145587445639,8.060691833496094,24981300
2015-01-16,8.03357091875615,8.158332402988762,8.001024152214036,8.147483825683594,32089900
2015-01-20,8.18003108105464,8.207153303623546,8.001025136338574,8.142060279846191,28553700
2015-01-21,8.125784403623696,8.196301956005117,8.07154049070099,8.120360374450684,23281500
2015-01-22,8.142059747265389,8.174605998368495,8.082390758054133,8.152908325195312,23669200
2015-01-23,8.147484273785722,8.180030524804536,8.076966706827177,8.087815284729004,21620600
2015-01-26,8.125783537278394,8.217998748459848,8.120359508683675,8.180027961730957,25237200
2015-01-27,8.114936753875785,8.131209877878032,7.984750727231242,8.055268287658691,34609100
2015-01-28,8.12650581587,8.12650581587,7.901835137404638,7.9237542152404785,40579800
2015-01-29,8.011430389643966,8.197742809359971,7.8360777699545645,8.137465476989746,40731100
2015-01-30,8.082667176805707,8.15938420593902,8.016909947230872,8.060748100280762,30439700
2015-02-02,8.082667182162906,8.38405487652467,8.077187282380036,8.367615699768066,40371800
2015-02-03,8.477212031557743,8.652564663505673,8.460772330368576,8.575847625732422,48335400
2015-02-04,8.592282347142579,8.778594671903338,8.575842655481269,8.69639778137207,41179500
2015-02-05,8.773117307624391,8.778597206426964,8.630643074308978,8.685441017150879,25713200
2015-02-06,8.6799615542094,8.767637849085546,8.641603305849072,8.69092082977295,28187700
2015-02-09,8.636122466500794,8.78407658993952,8.614203395168229,8.723798751831055,20286700
2015-02-10,8.795034068306853,8.84435210231246,8.718317591046404,8.816953659057617,27928500
2015-02-11,8.81147731414967,8.937511876232747,8.773119060053432,8.904633522033691,34285300
2015-02-12,8.953950708469565,9.01422855631484,8.932031111004399,8.964910507202148,23738800
2015-02-13,8.948470375096951,8.96491007239849,8.871753878057532,8.93203067779541,19954600
