Date,Open,High,Low,Close,Volume
2015-01-02,155.58163415690402,155.9241787658553,153.51039405407778,154.8726348876953,1877700
2015-01-05,153.7971681062677,154.57786099737788,149.35197754117644,150.03707885742188,3413200
2015-01-06,150.0052012435571,150.2919880896983,146.52392521986735,147.0019073486328,3429200
2015-01-07,148.85009765910692,149.75825401413795,147.98973708766846,149.19264221191406,1896800
2015-01-08,150.841687827961,152.0127332892366,150.76202007532757,151.5745849609375,1962500
2015-01-09,151.74185300663245,152.4030563805725,148.93772833486602,149.2484130859375,1980700
2015-01-12,149.25638844646494,149.39181389830435,146.66734456905894,147.43211364746094,2084200
2015-01-13,148.63500144051844,150.86556448879367,146.07781767024628,147.320556640625,2745300
2015-01-14,144.33328769750122,145.39280610284376,141.87968020213742,143.5764923095703,5204700
2015-01-15,143.5366003505061,144.66782417198678,141.40164056982672,142.1903076171875,3146000
2015-01-16,140.7881938087333,143.47284092818376,138.66119653172345,141.18650817871094,5124100
2015-01-20,141.45737272796848,142.0628062009108,138.7966234693136,139.9119110107422,3606600
2015-01-21,139.05155988280814,142.1106115665233,137.67339545829324,141.12278747558594,3737000
2015-01-22,142.4452327403019,145.45648945540003,141.20249341732094,145.01834106445312,6228200
2015-01-23,144.53235969179946,145.76713678293007,143.7277689667719,143.78353881835938,3123800
2015-01-26,142.3734862881249,144.18183689215212,141.84770841382084,143.72775268554688,2736500
2015-01-27,141.1945022793885,142.30977781133333,140.44566921268628,140.59703063964844,3335600
2015-01-28,141.58481435288607,141.77600961542015,137.79286614621262,137.85659790039062,3017300
2015-01-29,137.96016292323534,140.44565292205846,137.87254542893774,140.19869995117188,2421400
2015-01-30,138.7169891289181,139.95972822217328,137.2750928180107,137.34678649902344,3037400
2015-02-02,137.8087675107291,139.8879683656537,137.22721995826575,139.8003387451172,2975300
2015-02-03,140.21469208761891,143.77562535477963,140.13503646610604,143.58444213867188,3766900
2015-02-04,142.37354514415853,143.95884133363336,142.2221836793852,142.4213409423828,2980500
2015-02-05,142.94711947217624,144.66784114709213,142.77982202228387,144.0066375732422,2434400
2015-02-06,145.02630119594107,147.07363125419008,144.30136594201,146.12564086914062,3250900
2015-02-09,144.7395459640144,145.7432942736959,144.30935943443976,145.16175842285156,2421900
2015-02-10,146.06191893332772,147.2170284487763,145.26529000466076,147.0258331298828,2556300
2015-02-11,146.63553557448586,149.91764382968321,146.38060840815007,149.48745727539062,4079600
2015-02-12,149.9654387581285,151.35953978244046,149.28829911265277,151.1842803955078,3086700
2015-02-13,151.25594481209876,152.41902850418865,150.03710341074373,150.56288146972656,2720400
2015-02-17,150.38758787313887,151.86135605439395,150.01317135477873,151.3754119873047,2123300
2015-02-18,150.99303578476105,151.39135023325008,149.6228452651037,150.2999725341797,1850700
2015-02-19,149.51135717594673,151.2400531762235,149.18474845365895,150.65054321289062,1470400
2015-02-20,150.04505515345733,152.665958833179,149.00943517320917,152.56239318847656,2317100
2015-02-23,151.94903264987474,151.94903264987474,150.77798694867295,151.60647583007812,1691100
2015-02-24,151.3834320248621,153.97247668750092,151.10460696818575,153.1280517578125,2627300
2015-02-25,152.59423460968492,153.31119559950184,151.72591221731807,152.7296600341797,2775700
2015-02-26,152.24219650165804,153.80849609685555,151.83464473973882,153.5927276611328,2449300
2015-02-27,152.78562863750517,153.83248672604293,151.66683959960938,151.66683959960938,2572400
2015-03-02,151.8346389242422,153.36896644380545,151.6588294194614,153.26507568359375,1659400
2015-03-03,152.3940081097344,154.12811783101623,152.29012955632788,152.84951782226562,1487800
2015-03-04,152.11430674022697,152.48989858452373,151.0194910224105,151.57089233398438,1648500
2015-03-05,151.93854901565228,152.41003265948274,151.09147339961717,151.89859008789062,1330100
2015-03-06,149.90077195738502,152.95344150578777,149.10164214347023,149.3653564453125,4103600
2015-03-09,149.67700698074322,150.86770252307142,149.09364566826858,150.18045043945312,2233700
2015-03-10,148.3104880847944,148.7500118881454,146.00900268554688,146.00900268554688,2768500
2015-03-11,146.4805050973161,148.5102895670494,146.24875061048886,147.18373107910156,2098600
2015-03-12,148.59023190766342,151.8346977076792,148.59023190766342,151.79473876953125,3114800
2015-03-13,150.9316437305334,151.6268949589103,148.76600876793992,151.30723571777344,3095100
2015-03-16,151.86666031013598,153.8245385712696,151.75478259753604,153.35304260253906,2127700
2015-03-17,152.60983873447222,152.82560722279234,150.87572830613263,152.29019165039062,1883200
2015-03-18,151.57097328310536,154.26403726160785,151.19538123821712,153.6886749267578,2790100
2015-03-19,153.2411211348929,153.2411211348929,151.10744610069432,151.81068420410156,2097100
2015-03-20,152.21023432127456,154.96722933641686,151.754724541109,154.33592224121094,3473800
2015-03-23,154.44784396817818,155.23098788016907,153.40098571777344,153.40098571777344,1590500
2015-03-24,153.38500315156952,153.84050087815203,152.7616827717691,152.85757446289062,1799100
2015-03-25,152.69768417329553,152.81754873480807,149.71693420410156,149.71693420410156,2542000
2015-03-26,149.05366924205302,150.2124048230879,147.85497473882708,149.62904357910156,2377200
2015-03-27,149.58915407803053,150.62002646396016,148.85395590477904,150.28439331054688,1539600
